Entry	Entry name	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (ORF )
B6K5Y1	B6K5Y1_SCHJY	unreviewed	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	SJAG_04107		SJAG_04107
B6JWK7	B6JWK7_SCHJY	unreviewed	Aspartic protease Yps1	SJAG_00784		SJAG_00784
B6JXK5	B6JXK5_SCHJY	unreviewed	Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1)	SJAG_00147		SJAG_00147
B6JWU7	B6JWU7_SCHJY	unreviewed	Transcription initiation factor TFIID subunit 8	SJAG_00872		SJAG_00872
B6JZF7	B6JZF7_SCHJY	unreviewed	Oxoprolinase	SJAG_01995		SJAG_01995
B6K3W7	B6K3W7_SCHJY	unreviewed	UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation protein 13)	ALG13 SJAG_03311	ALG13	SJAG_03311
B6JWX4	B6JWX4_SCHJY	unreviewed	SNARE Ykt6	SJAG_00899		SJAG_00899
B6K814	B6K814_SCHJY	unreviewed	tRNA (Guanine-N2-)-methyltransferase regulatory subunit Trm112	SJAG_04890		SJAG_04890
B6K8E9	B6K8E9_SCHJY	unreviewed	Uncharacterized protein	SJAG_05028		SJAG_05028
T0RSS1	T0RSS1_SCHJY	unreviewed	Uncharacterized protein	SJAG_06620		SJAG_06620
B6JXE6	B6JXE6_SCHJY	unreviewed	DUF814 family protein	SJAG_01074		SJAG_01074
B6JX92	B6JX92_SCHJY	unreviewed	Endo-1,3(4)-beta-glucanase (EC 3.2.1.6)	SJAG_01017		SJAG_01017
B6JX96	B6JX96_SCHJY	unreviewed	Alpha-1,2-mannosyltransferase	SJAG_01021		SJAG_01021
B6K1I9	B6K1I9_SCHJY	unreviewed	Hsp20-like protein	SJAG_02919		SJAG_02919
B6K1X0	B6K1X0_SCHJY	unreviewed	G-protein alpha subunit	SJAG_02233		SJAG_02233
B6K3G4	B6K3G4_SCHJY	unreviewed	Uncharacterized protein	SJAG_03148		SJAG_03148
T0TB16	T0TB16_SCHJY	unreviewed	Uncharacterized protein	SJAG_06187		SJAG_06187
B6K7S5	B6K7S5_SCHJY	unreviewed	Sister chromatid cohesion protein/DNA polymerase eta Eso1	SJAG_04791		SJAG_04791
B6K7S9	B6K7S9_SCHJY	unreviewed	Uncharacterized protein	SJAG_04796		SJAG_04796
B6JXV0	B6JXV0_SCHJY	unreviewed	Ribosomal protein subunit L9	SJAG_01413		SJAG_01413
B6K3L4	B6K3L4_SCHJY	unreviewed	Uncharacterized protein	SJAG_03203		SJAG_03203
B6K112	B6K112_SCHJY	unreviewed	Transcription factor Gaf1	SJAG_02730		SJAG_02730
B6K096	B6K096_SCHJY	unreviewed	1,3-beta-D-glucan-UDP glucosyltransferase (EC 2.4.1.34)	SJAG_01288		SJAG_01288
B6JZV9	B6JZV9_SCHJY	unreviewed	Ribosomal protein subunit L12	SJAG_05218		SJAG_05218
B6K733	B6K733_SCHJY	unreviewed	Uncharacterized protein	SJAG_05333		SJAG_05333
B6K4M0	B6K4M0_SCHJY	unreviewed	Uncharacterized protein	SJAG_03582		SJAG_03582
B6K4B9	B6K4B9_SCHJY	unreviewed	Transcription factor Scr1	SJAG_03473		SJAG_03473
B6K5T1	B6K5T1_SCHJY	unreviewed	Uncharacterized protein	SJAG_04057		SJAG_04057
B6K7F9	B6K7F9_SCHJY	unreviewed	ATP-dependent RNA helicase Has1	SJAG_04669		SJAG_04669
B6JXE2	B6JXE2_SCHJY	unreviewed	Adenosine kinase (EC 2.7.1.20)	SJAG_01070		SJAG_01070
B6K2R9	B6K2R9_SCHJY	unreviewed	Chaperone activator Sti1	SJAG_03717		SJAG_03717
B6JUS2	B6JUS2_SCHJY	unreviewed	Uncharacterized protein	SJAG_00047		SJAG_00047
B6JVG3	B6JVG3_SCHJY	unreviewed	Uncharacterized protein	SJAG_00374		SJAG_00374
B6K3U0	B6K3U0_SCHJY	unreviewed	Nucleoporin Pom34	SJAG_03281		SJAG_03281
B6K4S5	B6K4S5_SCHJY	unreviewed	Morphogenesis protein Mor2	SJAG_03637		SJAG_03637
B6K1D7	B6K1D7_SCHJY	unreviewed	Transcriptional regulator Pcc1	SJAG_02863		SJAG_02863
B6K5N6	B6K5N6_SCHJY	unreviewed	Prefoldin subunit 5	SJAG_04012		SJAG_04012
B6K2U7	B6K2U7_SCHJY	unreviewed	Poly(A) binding protein Nab3	SJAG_03747		SJAG_03747
B6JZW8	B6JZW8_SCHJY	unreviewed	Meiotic recombination protein Rec6	SJAG_01156		SJAG_01156
B6JZW6	B6JZW6_SCHJY	unreviewed	Fungal protein	SJAG_01155		SJAG_01155
B6JW75	B6JW75_SCHJY	unreviewed	Ubiquitin-like modifier-activating enzyme ATG7 (Autophagy-related protein 7)	SJAG_00645		SJAG_00645
B6JXF0	B6JXF0_SCHJY	unreviewed	Zinc homeostasis factor 1	SJAG_01078		SJAG_01078
B6JXK9	B6JXK9_SCHJY	unreviewed	Uncharacterized protein	SJAG_00151		SJAG_00151
B6K345	B6K345_SCHJY	unreviewed	Checkpoint protein	SJAG_03026		SJAG_03026
B6JX80	B6JX80_SCHJY	unreviewed	FK506-binding protein (EC 5.2.1.8)	SJAG_01005		SJAG_01005
B6K2I5	B6K2I5_SCHJY	unreviewed	Signal recognition particle subunit Sec65	SJAG_02456		SJAG_02456
B6JYM4	B6JYM4_SCHJY	unreviewed	Uncharacterized protein	SJAG_01689		SJAG_01689
B6K5I7	B6K5I7_SCHJY	unreviewed	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	SJAG_03961		SJAG_03961
B6K7E7	B6K7E7_SCHJY	unreviewed	Nuclear export factor	SJAG_04656		SJAG_04656
B6JXH4	B6JXH4_SCHJY	unreviewed	Uncharacterized protein	SJAG_00113		SJAG_00113
B6JXY7	B6JXY7_SCHJY	unreviewed	V-type proton ATPase subunit G	SJAG_01447		SJAG_01447
B6K6E6	B6K6E6_SCHJY	unreviewed	Xylulose kinase (EC 2.7.1.17)	SJAG_04276		SJAG_04276
B6K0Y4	B6K0Y4_SCHJY	unreviewed	U3 snoRNP-associated protein Utp5	SJAG_02702		SJAG_02702
B6JZD5	B6JZD5_SCHJY	unreviewed	Pepsin A	SJAG_01968		SJAG_01968
B6JZG3	B6JZG3_SCHJY	unreviewed	MICOS complex subunit MIC10	SJAG_02002		SJAG_02002
B6K0Y7	B6K0Y7_SCHJY	unreviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	SJAG_02705		SJAG_02705
B6JWJ4	B6JWJ4_SCHJY	unreviewed	INSIG domain-containing protein	SJAG_00770		SJAG_00770
B6K4L1	B6K4L1_SCHJY	unreviewed	V-ATPase assembly factor Pkr1	SJAG_05306		SJAG_05306
B6K336	B6K336_SCHJY	unreviewed	Glycerate kinase	SJAG_03017		SJAG_03017
B6JZJ9	B6JZJ9_SCHJY	unreviewed	Ribonuclease (EC 3.1.26.4)	SJAG_02039		SJAG_02039
B6K062	B6K062_SCHJY	unreviewed	Autophagy C terminal domain family protein	SJAG_01251		SJAG_01251
B6K6K2	B6K6K2_SCHJY	unreviewed	Membrane bound O-acyltransferase	SJAG_04337		SJAG_04337
B6JWM4	B6JWM4_SCHJY	unreviewed	Nutritional copper sensing transcription factor Cuf1	SJAG_00802		SJAG_00802
B6K6V9	B6K6V9_SCHJY	unreviewed	FAD binding protein	SJAG_04459		SJAG_04459
B6K7I0	B6K7I0_SCHJY	unreviewed	ATPase with bromodomain protein	SJAG_04692		SJAG_04692
B6K600	B6K600_SCHJY	unreviewed	Sulfiredoxin (EC 1.8.98.2)	SJAG_04125		SJAG_04125
B6K333	B6K333_SCHJY	unreviewed	DNA-directed RNA polymerase (EC 2.7.7.6)	SJAG_03014		SJAG_03014
B6K4Z6	B6K4Z6_SCHJY	unreviewed	Splicing factor Cwf7	SJAG_03711		SJAG_03711
B6JVI3	B6JVI3_SCHJY	unreviewed	Dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117)	SJAG_00394		SJAG_00394
B6JYW3	B6JYW3_SCHJY	unreviewed	UDP-glucose 4-epimerase (EC 5.1.3.2)	SJAG_01784		SJAG_01784
B6JZ96	B6JZ96_SCHJY	unreviewed	Azole resistance protein	SJAG_01923		SJAG_01923
B6K5S2	B6K5S2_SCHJY	unreviewed	Glycerol dehydrogenase Gld1	SJAG_04048		SJAG_04048
B6JXZ1	B6JXZ1_SCHJY	unreviewed	Uncharacterized protein	SJAG_01451		SJAG_01451
B6JY91	B6JY91_SCHJY	unreviewed	60S ribosomal protein L7	SJAG_01551		SJAG_01551
B6K3J4	B6K3J4_SCHJY	unreviewed	ACPS domain-containing protein	SJAG_03180		SJAG_03180
B6K1N1	B6K1N1_SCHJY	unreviewed	Uncharacterized protein	SJAG_02143		SJAG_02143
B6K4A0	B6K4A0_SCHJY	unreviewed	GTPase Ras1	SJAG_03453		SJAG_03453
B6K3D1	B6K3D1_SCHJY	unreviewed	GPI mannosyltransferase 1 (GPI mannosyltransferase I) (Glycosylphosphatidylinositol-anchor biosynthesis protein 14)	SJAG_03115		SJAG_03115
B6K5V0	B6K5V0_SCHJY	unreviewed	Spindle pole body protein Ndc80	SJAG_04076		SJAG_04076
B6K2J6	B6K2J6_SCHJY	unreviewed	Diphthine methyl ester synthase (EC 2.1.1.314)	SJAG_02467		SJAG_02467
B6JWN1	B6JWN1_SCHJY	unreviewed	DNA replication protein Dre4	SJAG_00809		SJAG_00809
B6K4S3	B6K4S3_SCHJY	unreviewed	Lid2 complex subunit	SJAG_03635		SJAG_03635
B6K5D5	B6K5D5_SCHJY	unreviewed	COPII-coated vesicle component Sec13	SJAG_03907		SJAG_03907
B6K3Q0	B6K3Q0_SCHJY	unreviewed	tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (EC 1.3.1.89) (tRNA-dihydrouridine synthase 3)	SJAG_03240		SJAG_03240
B6K7J0	B6K7J0_SCHJY	unreviewed	Formin For3	SJAG_04703		SJAG_04703
B6K803	B6K803_SCHJY	unreviewed	DNA polymerase epsilon subunit Dpb4	SJAG_04879		SJAG_04879
B6JZF4	B6JZF4_SCHJY	unreviewed	CTD-binding SR-like protein rA9	SJAG_01992		SJAG_01992
B6K0G1	B6K0G1_SCHJY	unreviewed	DNA helicase (EC 3.6.4.12)	SJAG_01354		SJAG_01354
B6K4Z4	B6K4Z4_SCHJY	unreviewed	AGC/YANK protein kinase Ppk33	SJAG_03709		SJAG_03709
B6JX04	B6JX04_SCHJY	unreviewed	Kinesin-like protein Klp9	SJAG_00930		SJAG_00930
B6JY51	B6JY51_SCHJY	unreviewed	Heat shock protein Pdr13	SJAG_01510		SJAG_01510
B6K3G8	B6K3G8_SCHJY	unreviewed	Homoserine dehydrogenase (EC 1.1.1.3)	SJAG_03152		SJAG_03152
B6K3A8	B6K3A8_SCHJY	unreviewed	DNA-binding protein RAP1	SJAG_03092		SJAG_03092
B6JY85	B6JY85_SCHJY	unreviewed	19S proteasome regulatory subunit Rpt5	SJAG_01544		SJAG_01544
B6K556	B6K556_SCHJY	unreviewed	Alpha-glucosidase	SJAG_03824		SJAG_03824
B6K0Q9	B6K0Q9_SCHJY	unreviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	SJAG_02618		SJAG_02618
B6K3C5	B6K3C5_SCHJY	unreviewed	Uncharacterized protein	SJAG_03109		SJAG_03109
B6K4U2	B6K4U2_SCHJY	unreviewed	Rho-type GTPase activating protein Rga1	SJAG_03655		SJAG_03655
B6JZB4	B6JZB4_SCHJY	unreviewed	Formin Fus1	SJAG_01943		SJAG_01943
B6K047	B6K047_SCHJY	unreviewed	Threonyl-tRNA synthetase (EC 6.1.1.3)	SJAG_01235		SJAG_01235
B6JY82	B6JY82_SCHJY	unreviewed	Plasma membrane alkali metal cation/H antiporter Sod22	SJAG_01541		SJAG_01541
B6K535	B6K535_SCHJY	unreviewed	Protein PBN1	SJAG_03801		SJAG_03801
B6K0P1	B6K0P1_SCHJY	unreviewed	Sulfide-quinone oxidoreductase	SJAG_02599		SJAG_02599
B6JYL9	B6JYL9_SCHJY	unreviewed	CAMK/CAMKL/CHK1 protein kinase Chk1	SJAG_01680		SJAG_01680
B6JXP8	B6JXP8_SCHJY	unreviewed	Uncharacterized protein	SJAG_00189		SJAG_00189
B6JXJ2	B6JXJ2_SCHJY	unreviewed	Phosphoglucomutase	SJAG_00134		SJAG_00134
B6JZL9	B6JZL9_SCHJY	unreviewed	Uncharacterized protein	SJAG_02062		SJAG_02062
B6JY75	B6JY75_SCHJY	unreviewed	Karyopherin	SJAG_01534		SJAG_01534
B6JYB5	B6JYB5_SCHJY	unreviewed	Translation initiation factor eIF2B beta subunit	SJAG_01576		SJAG_01576
B6JY12	B6JY12_SCHJY	unreviewed	WD repeat protein	SJAG_01472		SJAG_01472
B6JUT9	B6JUT9_SCHJY	unreviewed	Defective in cullin neddylation protein	SJAG_00033		SJAG_00033
B6K0F3	B6K0F3_SCHJY	unreviewed	rRNA processing protein Faf1	SJAG_01347		SJAG_01347
B6JZ34	B6JZ34_SCHJY	unreviewed	alpha-1,2-Mannosidase (EC 3.2.1.-)	SJAG_01858		SJAG_01858
B6K2I1	B6K2I1_SCHJY	unreviewed	Mitotic spindle checkpoint protein Bub3	SJAG_02451		SJAG_02451
B6K4N9	B6K4N9_SCHJY	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	SJAG_03601		SJAG_03601
B6K3U9	B6K3U9_SCHJY	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	SJAG_03290		SJAG_03290
B6JYJ1	B6JYJ1_SCHJY	unreviewed	mRNA export protein Dss1	SJAG_01652		SJAG_01652
B6K871	B6K871_SCHJY	unreviewed	Srp1 family splicing factor	SJAG_04949		SJAG_04949
B6K7Q3	B6K7Q3_SCHJY	unreviewed	Uncharacterized protein	SJAG_04769		SJAG_04769
B6K3N3	B6K3N3_SCHJY	unreviewed	Translation initiation factor eIF4E 4F complex subunit	SJAG_03223		SJAG_03223
B6K1E9	B6K1E9_SCHJY	unreviewed	Ribonucleotide reductase inhibitor	SJAG_02874		SJAG_02874
B6JVW4	B6JVW4_SCHJY	unreviewed	Protein OS-9 homolog	SJAG_00530		SJAG_00530
B6K2Y0	B6K2Y0_SCHJY	unreviewed	General amino acid permease AGP2	SJAG_02955		SJAG_02955
B6JZR4	B6JZR4_SCHJY	unreviewed	Uncharacterized protein	SJAG_05254		SJAG_05254
B6K0T8	B6K0T8_SCHJY	unreviewed	DNA-directed RNA polymerase I complex subunit Ker1	SJAG_02653		SJAG_02653
B6JW19	B6JW19_SCHJY	unreviewed	Inositol metabolism protein Opi10	SJAG_00586		SJAG_00586
B6JX26	B6JX26_SCHJY	unreviewed	Mcp5_PH domain-containing protein	SJAG_00953		SJAG_00953
B6K8B0	B6K8B0_SCHJY	unreviewed	HbrB family protein	SJAG_04987		SJAG_04987
B6K2Z4	B6K2Z4_SCHJY	unreviewed	Methyltransferase	SJAG_02973		SJAG_02973
B6JY93	B6JY93_SCHJY	unreviewed	C2H2-type domain-containing protein	SJAG_01553		SJAG_01553
B6K6B9	B6K6B9_SCHJY	unreviewed	Uncharacterized protein	SJAG_04247		SJAG_04247
B6K5W6	B6K5W6_SCHJY	unreviewed	Uncharacterized protein	SJAG_04091		SJAG_04091
B6K4S1	B6K4S1_SCHJY	unreviewed	Inner membrane translocase Oxa102	SJAG_03633		SJAG_03633
B6JVE2	B6JVE2_SCHJY	unreviewed	Centromere localized protein Cnl2	SJAG_00350		SJAG_00350
B6K3D2	B6K3D2_SCHJY	unreviewed	Mitotic-spindle disanchored Msd1	SJAG_03116		SJAG_03116
B6JWH3	B6JWH3_SCHJY	unreviewed	60S ribosomal protein L35	SJAG_00749		SJAG_00749
B6K2I8	B6K2I8_SCHJY	unreviewed	C3H1-type domain-containing protein (Fragment)	SJAG_02459		SJAG_02459
B6JXC6	B6JXC6_SCHJY	unreviewed	CCR4-Not complex subunit Not2	SJAG_01053		SJAG_01053
B6JZD0	B6JZD0_SCHJY	unreviewed	Uba3-binding protein but2	SJAG_01959		SJAG_01959
B6JYB4	B6JYB4_SCHJY	unreviewed	tRNA dimethylallyltransferase (EC 2.5.1.75)	SJAG_01575		SJAG_01575
B6K016	B6K016_SCHJY	unreviewed	DNA repair protein RAD9	SJAG_01205		SJAG_01205
B6JXV9	B6JXV9_SCHJY	unreviewed	Nuclear envelope protein Brr6/Brl1	SJAG_01422		SJAG_01422
B6K0G9	B6K0G9_SCHJY	unreviewed	NADP-dependent leukotriene B4 12-hydroxydehydrogenase	SJAG_01362		SJAG_01362
B6JV05	B6JV05_SCHJY	unreviewed	Uncharacterized protein	SJAG_00205		SJAG_00205
B6K5M8	B6K5M8_SCHJY	unreviewed	GTPase Grn1	SJAG_04004		SJAG_04004
B6JVY0	B6JVY0_SCHJY	unreviewed	PWWP domain-containing protein Pdp1	SJAG_00545		SJAG_00545
B6JYW4	B6JYW4_SCHJY	unreviewed	Uncharacterized protein	SJAG_01785		SJAG_01785
B6K577	B6K577_SCHJY	unreviewed	GTP binding protein Bms1	SJAG_03846		SJAG_03846
B6JVD3	B6JVD3_SCHJY	unreviewed	Cell wall protein Ecm33	SJAG_00340		SJAG_00340
B6JX48	B6JX48_SCHJY	unreviewed	Serine carboxypeptidase Sxa2	SJAG_00975		SJAG_00975
B6K883	B6K883_SCHJY	unreviewed	WD repeat protein	SJAG_04963		SJAG_04963
B6JXT3	B6JXT3_SCHJY	unreviewed	Uncharacterized protein	SJAG_01395		SJAG_01395
B6JUY1	B6JUY1_SCHJY	unreviewed	Ubiquinol-cytochrome-c reductase complex subunit 7	SJAG_00080		SJAG_00080
B6JXW8	B6JXW8_SCHJY	unreviewed	Metallopeptidase	SJAG_01430		SJAG_01430
B6K5M9	B6K5M9_SCHJY	unreviewed	SWI/SNF complex subunit Snf59	SJAG_04005		SJAG_04005
B6K5J7	B6K5J7_SCHJY	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	SJAG_03970		SJAG_03970
B6K114	B6K114_SCHJY	unreviewed	Chitin synthase regulatory factor Chr2	SJAG_02733		SJAG_02733
B6K836	B6K836_SCHJY	unreviewed	ESCRT II complex subunit Vps25	SJAG_04912		SJAG_04912
B6K5Y8	B6K5Y8_SCHJY	unreviewed	SNF2 family helicase Rhp26	SJAG_04114		SJAG_04114
B6JZG6	B6JZG6_SCHJY	unreviewed	Pinin_SDK_memA domain-containing protein	SJAG_02005		SJAG_02005
B6JZZ8	B6JZZ8_SCHJY	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	SJAG_01187		SJAG_01187
B6K5K8	B6K5K8_SCHJY	unreviewed	U1 snRNP-associated protein Usp103	SJAG_03983		SJAG_03983
B6K6Q1	B6K6Q1_SCHJY	unreviewed	Set3 complex subunit Snt1	SJAG_04389		SJAG_04389
B6K5Z3	B6K5Z3_SCHJY	unreviewed	Pig-C	SJAG_04119		SJAG_04119
B6JZL5	B6JZL5_SCHJY	unreviewed	CMGC/SRPK protein kinase Dsk1	SJAG_02058		SJAG_02058
B6JZ87	B6JZ87_SCHJY	unreviewed	V-type proton ATPase subunit	SJAG_01913		SJAG_01913
B6K4N0	B6K4N0_SCHJY	unreviewed	NEK/NEK2 protein kinase Fin1	SJAG_03592		SJAG_03592
B6K0D4	B6K0D4_SCHJY	unreviewed	U6 snRNA-associated Sm-like protein LSm5	LSM5 SJAG_01327	LSM5	SJAG_01327
B6JYL2	B6JYL2_SCHJY	unreviewed	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	SJAG_01673		SJAG_01673
B6K4R2	B6K4R2_SCHJY	unreviewed	Protein-serine/threonine phosphatase (EC 3.1.3.16)	SJAG_03624		SJAG_03624
B6JVQ5	B6JVQ5_SCHJY	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	SJAG_00470		SJAG_00470
B6K4I5	B6K4I5_SCHJY	unreviewed	Transcription factor tfiiic complex subunit sfc9	SJAG_03546		SJAG_03546
B6JWY1	B6JWY1_SCHJY	unreviewed	Small COPII coat GTPase SAR1 (Small COPII coat GTPase sar1)	SJAG_00906		SJAG_00906
B6K840	B6K840_SCHJY	unreviewed	RNase P and RNase MRP subunit p30	SJAG_04916		SJAG_04916
B6K4H7	B6K4H7_SCHJY	unreviewed	Transcription factor Thi1	SJAG_03538		SJAG_03538
B6K1J2	B6K1J2_SCHJY	unreviewed	Myb family protein Eta2	SJAG_02922		SJAG_02922
B6K119	B6K119_SCHJY	unreviewed	Translation elongation factor eEF3	SJAG_02738		SJAG_02738
B6K6D7	B6K6D7_SCHJY	unreviewed	Heterotrimeric G protein beta subunit Gnr1	SJAG_04266		SJAG_04266
B6K4Q7	B6K4Q7_SCHJY	unreviewed	Kinetochore protein Mis17	SJAG_03619		SJAG_03619
B6K521	B6K521_SCHJY	unreviewed	RSC complex subunit Rsc1	SJAG_03787		SJAG_03787
B6K873	B6K873_SCHJY	unreviewed	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase)	SJAG_04952		SJAG_04952
B6K3X9	B6K3X9_SCHJY	unreviewed	COP9 signalosome complex subunit 2	SJAG_03325		SJAG_03325
B6K3I1	B6K3I1_SCHJY	unreviewed	Thioredoxin peroxidase	SJAG_03166		SJAG_03166
B6JW41	B6JW41_SCHJY	unreviewed	Protein kinase C (EC 2.7.11.13)	SJAG_00610		SJAG_00610
B6K0D0	B6K0D0_SCHJY	unreviewed	Bouquet formation protein Bqt3	SJAG_05226		SJAG_05226
B6K155	B6K155_SCHJY	unreviewed	Ribosomal protein subunit S18	SJAG_02777		SJAG_02777
B6K1G7	B6K1G7_SCHJY	unreviewed	Hydroxymethylbilane synthase (EC 2.5.1.61) (Porphobilinogen deaminase) (Pre-uroporphyrinogen synthase)	SJAG_02896		SJAG_02896
B6K874	B6K874_SCHJY	unreviewed	Thioredoxin	SJAG_04953		SJAG_04953
B6K310	B6K310_SCHJY	unreviewed	Cytoskeletal signaling protein	SJAG_02989		SJAG_02989
B6JW05	B6JW05_SCHJY	unreviewed	U3 snoRNP-associated protein Utp1	SJAG_00572		SJAG_00572
B6JVC7	B6JVC7_SCHJY	unreviewed	Mannosyltransferase (EC 2.4.1.-)	SJAG_00334		SJAG_00334
B6K5X2	B6K5X2_SCHJY	unreviewed	YEATS family histone acetyltransferase subunit Yaf9	SJAG_04097		SJAG_04097
B6K2J2	B6K2J2_SCHJY	unreviewed	Sulfate transporter	SJAG_02463		SJAG_02463
B6JV09	B6JV09_SCHJY	unreviewed	Ubiquitin-protein ligase E3	SJAG_00209		SJAG_00209
B6JUW7	B6JUW7_SCHJY	unreviewed	DNAJ domain-containing protein Jac1	SJAG_00066		SJAG_00066
B6K5S3	B6K5S3_SCHJY	unreviewed	O-acyltransferase	SJAG_04049		SJAG_04049
B6K833	B6K833_SCHJY	unreviewed	Alpha SNAP	SJAG_04909		SJAG_04909
B6K3R2	B6K3R2_SCHJY	unreviewed	Hva1_TUDOR domain-containing protein	SJAG_03253		SJAG_03253
B6JX22	B6JX22_SCHJY	unreviewed	ANK_REP_REGION domain-containing protein	SJAG_00948		SJAG_00948
B6JVZ5	B6JVZ5_SCHJY	unreviewed	Nuclear export factor	SJAG_00560		SJAG_00560
B6JWG1	B6JWG1_SCHJY	unreviewed	Serine protease	SJAG_00737		SJAG_00737
B6K5Z9	B6K5Z9_SCHJY	unreviewed	DUF1776 family protein	SJAG_04124		SJAG_04124
B6K212	B6K212_SCHJY	unreviewed	Amidohydrolase	SJAG_02276		SJAG_02276
B6K5U9	B6K5U9_SCHJY	unreviewed	Uncharacterized protein	SJAG_04075		SJAG_04075
B6K089	B6K089_SCHJY	unreviewed	AMSH protein	SJAG_01281		SJAG_01281
B6JWM7	B6JWM7_SCHJY	unreviewed	WDR48 family WD repeat protein	SJAG_00805		SJAG_00805
B6JYH7	B6JYH7_SCHJY	unreviewed	DUF1690 family protein	SJAG_05241		SJAG_05241
B6JZ68	B6JZ68_SCHJY	unreviewed	Uncharacterized protein	SJAG_01893		SJAG_01893
B6JWW3	B6JWW3_SCHJY	unreviewed	RNA-binding protein	SJAG_00888		SJAG_00888
B6JUS0	B6JUS0_SCHJY	unreviewed	C2H2-type domain-containing protein	SJAG_00013		SJAG_00013
B6K044	B6K044_SCHJY	unreviewed	RNA-binding protein	SJAG_01232		SJAG_01232
B6JZC7	B6JZC7_SCHJY	unreviewed	Anaphase-promoting complex subunit Apc3	SJAG_01956		SJAG_01956
B6K2S5	B6K2S5_SCHJY	unreviewed	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase)	SJAG_03723		SJAG_03723
B6JVQ0	B6JVQ0_SCHJY	unreviewed	60S ribosomal protein L11	SJAG_00465		SJAG_00465
B6K1T6	B6K1T6_SCHJY	unreviewed	CAF assembly factor complex subunit B	SJAG_02198		SJAG_02198
B6JYH3	B6JYH3_SCHJY	unreviewed	Hydrolase	SJAG_01635		SJAG_01635
B6JZ75	B6JZ75_SCHJY	unreviewed	Ubiquitin-protein ligase E3	SJAG_01900		SJAG_01900
B6K196	B6K196_SCHJY	unreviewed	Exchange factor Cdc25p-like protein	SJAG_02819		SJAG_02819
B6JUR9	B6JUR9_SCHJY	unreviewed	C2H2-type domain-containing protein	SJAG_00012		SJAG_00012
B6K2T9	B6K2T9_SCHJY	unreviewed	Signal peptidase subunit 3 (EC 3.4.-.-)	SJAG_03737		SJAG_03737
B6K1Q0	B6K1Q0_SCHJY	unreviewed	Glycerophosphoryl diester phosphodiesterase	SJAG_02161		SJAG_02161
B6K362	B6K362_SCHJY	unreviewed	UBA/EH/EF hand domain-containing protein Ucp8	SJAG_03044		SJAG_03044
B6JW36	B6JW36_SCHJY	unreviewed	Ubiquitin-activating enzyme E1-like	SJAG_00604		SJAG_00604
B6JW74	B6JW74_SCHJY	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	SJAG_00644		SJAG_00644
B6K2S7	B6K2S7_SCHJY	unreviewed	DUF300 family protein	SJAG_03725		SJAG_03725
B6JYE0	B6JYE0_SCHJY	unreviewed	GTPase activating protein	SJAG_01600		SJAG_01600
B6K3I6	B6K3I6_SCHJY	unreviewed	Uncharacterized protein	SJAG_03171		SJAG_03171
B6JZ80	B6JZ80_SCHJY	unreviewed	Nem1-Spo7 phosphatase complex catalytic subunit Nem1	SJAG_01906		SJAG_01906
B6K2F2	B6K2F2_SCHJY	unreviewed	TENA/THI family protein	SJAG_02420		SJAG_02420
B6JUZ2	B6JUZ2_SCHJY	unreviewed	Fungal protein	SJAG_00091		SJAG_00091
B6JV82	B6JV82_SCHJY	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	SJAG_00288		SJAG_00288
B6K1A6	B6K1A6_SCHJY	unreviewed	Paxillin-like protein Pxl1	SJAG_02831		SJAG_02831
