SJAG_05269	SPAC8C9.09c
SJAG_01650	SPAC3G6.04
SJAG_03475	SPBC27.08c
SJAG_01649	SPAC3G6.05
SJAG_01714	SPBC28F2.03
SJAG_01644	SPAC3G6.11
SJAG_03711	SPBC28F2.04c
SJAG_00164	SPAC29B12.11c
SJAG_04827	SPAC1039.06
SJAG_04096	SPAC186.05c
SJAG_01711	SPBC28F2.10c
SJAG_01712	SPBC28F2.11
SJAG_01713	SPBC28F2.12
SJAG_05353	SPAC212.06c
SJAG_06642	SPAC212.06c
SJAG_05105	SPAC212.06c
SJAG_05173	SPAC212.06c
SJAG_06597	SPAC212.06c
SJAG_00239	SPAC977.07c
SJAG_03826	SPAC977.07c
SJAG_01975	SPAC977.07c
SJAG_01157	SPBC21B10.13c
SJAG_04324	SPBC21B10.10
SJAG_04663	SPBC21B10.10
SJAG_04325	SPBC21B10.09
SJAG_01995	SPAC11D3.15
SJAG_03679	SPAC5H10.08c
SJAG_03871	SPAC5H10.11
SJAG_03790	SPAC5H10.11
SJAG_01972	SPAC5H10.11
SJAG_04401	SPAC5H10.11
SJAG_03150	SPAC5H10.12c
SJAG_01317	SPBC21B10.03c
SJAG_03871	SPAC5H10.13c
SJAG_03790	SPAC5H10.13c
SJAG_01972	SPAC5H10.13c
SJAG_04401	SPAC5H10.13c
SJAG_02525	SPAC13G6.05c
SJAG_01307	SPBC19C2.09
SJAG_01303	SPBC19C2.12
SJAG_01302	SPBC19C2.13c
SJAG_03857	SPAC13G6.09
SJAG_03467	SPBC11G11.04
SJAG_03472	SPBC18H10.03
SJAG_04864	SPAC13G6.10c
SJAG_04870	SPAC13G6.14
SJAG_03429	SPBC18H10.08c
SJAG_02896	SPAC24B11.13
SJAG_02889	SPAC806.06c
SJAG_03461	SPBC9B6.04c
SJAG_03460	SPBC9B6.05c
SJAG_03459	SPBC9B6.06
SJAG_04518	SPBC9B6.10
SJAG_00280	SPAC1F5.05c
SJAG_00288	SPAC1F5.02
SJAG_05245	SPBC28E12.06c
SJAG_00289	SPAC18B11.11
SJAG_04454	SPBC3H7.12
SJAG_05413	SPAC18B11.09c
SJAG_04453	SPBC3H7.11
SJAG_01172	SPAC18B11.02c
SJAG_01176	SPAC12G12.13c
SJAG_04451	SPBC3H7.09
SJAG_01177	SPAC12G12.12
SJAG_01476	SPAC12G12.06c
SJAG_00562	SPAC12G12.02
SJAG_00561	SPAC12G12.01c
SJAG_02464	SPBC3H7.03c
SJAG_03019	SPAC630.07c
SJAG_02463	SPBC3H7.02
SJAG_03018	SPAC630.08c
SJAG_00798	SPAC31A2.07c
SJAG_05335	SPBC16E9.02c
SJAG_00799	SPAC31A2.08
SJAG_03532	SPBC16E9.06c
SJAG_00801	SPAC31A2.10
SJAG_04598	SPBC16E9.09c
SJAG_03529	SPBC16E9.13
SJAG_00803	SPAC31A2.12
SJAG_00808	SPAC13C5.01c
SJAG_03528	SPBC16E9.14c
SJAG_00809	SPAC13C5.02
SJAG_03569	SPBC1A4.07c
SJAG_03572	SPBC1A4.09
SJAG_05306	SPBP23A10.02
SJAG_00792	SPAC23E2.01
SJAG_03576	SPBP23A10.05
SJAG_00874	SPBP23A10.09
SJAG_00878	SPAC24H6.12c
SJAG_03580	SPAC24H6.10c
SJAG_04328	SPAC227.03c
SJAG_00527	SPAC227.08c
SJAG_00529	SPAC227.09
SJAG_00531	SPAC227.12
SJAG_02398	SPBP23A10.16
SJAG_02387	SPAC227.17c
SJAG_00542	SPBC29A3.10c
SJAG_00543	SPBC29A3.11c
SJAG_02388	SPAC227.18
SJAG_02643	SPBC29A3.15c
SJAG_02644	SPBC29A3.16
SJAG_02646	SPBC29A3.18
SJAG_04176	SPBC18E5.04
SJAG_05153	SPBC23G7.09
SJAG_02391	SPAC2F7.04
SJAG_01127	SPBC1711.03
SJAG_06612	SPBC1711.06
SJAG_01134	SPBC1711.10c
SJAG_01151	SPBC17G9.02c
SJAG_00488	SPBC17G9.03c
SJAG_00470	SPBC17G9.05
SJAG_00466	SPBC17G9.09
SJAG_02369	SPBC1815.01
SJAG_02107	SPBC1815.01
SJAG_00461	SPBC1815.01
SJAG_02074	SPBC14C8.07c
SJAG_02069	SPBC14C8.13
SJAG_02065	SPBC15C4.01c
SJAG_02061	SPBC15C4.05
SJAG_01110	SPAC2F7.07c
SJAG_00585	SPBC21H7.05
SJAG_00594	SPBC16H5.13
SJAG_01111	SPAC2F7.08c
SJAG_00596	SPBC16H5.11c
SJAG_05195	SPBC16H5.15
SJAG_00603	SPBC16H5.04
SJAG_00605	SPBC16H5.02
SJAG_01518	SPAC2F7.17
SJAG_05197	SPBC12D12.02c
SJAG_00615	SPBC12D12.08c
SJAG_03752	SPAC13A11.04c
SJAG_03741	SPAC3H8.02
SJAG_02234	SPBC24C6.05
SJAG_01287	SPBC19G7.03c
SJAG_03728	SPAC3H8.05c
SJAG_02223	SPBC19G7.04
SJAG_00506	SPAC3H8.06
SJAG_03747	SPAC3H8.09c
SJAG_02222	SPBC19G7.05c
SJAG_02211	SPBC19G7.14c
SJAG_02209	SPBC19G7.16
SJAG_00173	SPBC36B7.05c
SJAG_03746	SPAC3H8.10
SJAG_03745	SPAC1F3.01
SJAG_00169	SPBC36B7.09
SJAG_03754	SPAC1F3.03
SJAG_03756	SPAC1F3.05
SJAG_00167	SPBP18G5.03
SJAG_05310	SPAC1F3.06c
SJAG_00181	SPBC1921.05
SJAG_01004	SPAC1F3.10c
SJAG_01003	SPAC1D4.02c
SJAG_00186	SPBC21D10.11c
SJAG_00188	SPBC21D10.09c
SJAG_05210	SPAC1D4.03c
SJAG_04726	SPBC12C2.12c
SJAG_02847	SPBC12C2.09c
SJAG_00992	SPAC1D4.14
SJAG_04460	SPBC12C2.02c
SJAG_04467	SPBC365.20c
SJAG_04466	SPBC557.05
SJAG_00987	SPAC22F3.09c
SJAG_03925	SPBC29A10.13
SJAG_00975	SPAC1296.03c
SJAG_00969	SPAC22G7.01c
SJAG_03926	SPBC29A10.14
SJAG_03928	SPBC29A10.17
SJAG_00963	SPAC22G7.08
SJAG_02599	SPBC2G5.06c
SJAG_00962	SPAC22G7.09c
SJAG_02601	SPBC25B2.01
SJAG_04733	SPAC4G8.04
SJAG_00653	SPBC25B2.09c
SJAG_04736	SPAC4G8.07c
SJAG_00642	SPBC6B1.08c
SJAG_04737	SPAC4G8.08
SJAG_00639	SPBC6B1.10
SJAG_02028	SPBC3E7.05c
SJAG_03882	SPAC16C9.03
SJAG_02839	SPBC4F6.05c
SJAG_02735	SPBC4F6.09
SJAG_02834	SPBC4F6.09
SJAG_03889	SPAC2G11.03c
SJAG_02828	SPBC4F6.15c
SJAG_03893	SPAC2G11.07c
SJAG_03900	SPAC2G11.14
SJAG_03901	SPAC2G11.15c
SJAG_02822	SPBC336.01
SJAG_02821	SPBC336.02
SJAG_00742	SPAC23G3.08c
SJAG_02817	SPBC336.05c
SJAG_00732	SPAC22H12.05c
SJAG_02813	SPBC336.09c
SJAG_02189	SPBC336.10c
SJAG_02812	SPBC336.10c
SJAG_00683	SPAC1687.19c
SJAG_02809	SPBC336.13c
SJAG_04944	SPAC222.11
SJAG_05280	SPBC685.02
SJAG_04950	SPAC222.15
SJAG_04947	SPAC821.03c
SJAG_02803	SPBC685.06
SJAG_02184	SPBC685.06
SJAG_02479	SPBC685.06
SJAG_04946	SPAC821.04c
SJAG_00666	SPAC821.08c
SJAG_01218	SPBC32F12.02
SJAG_00674	SPAC139.05
SJAG_01216	SPBC32F12.03c
SJAG_00677	SPAC23C4.02
SJAG_01215	SPBC32F12.04
SJAG_01212	SPBC32F12.07c
SJAG_02367	SPAC23C4.09c
SJAG_02368	SPAC23C4.10
SJAG_02105	SPAC23C4.11
SJAG_02103	SPAC23C4.13
SJAG_01262	SPBC19C7.09c
SJAG_02101	SPAC23C4.15
SJAG_03831	SPBP4H10.07
SJAG_02097	SPAC23C4.19
SJAG_02094	SPAC1A6.02
SJAG_02084	SPAC1A6.10
SJAG_02082	SPAC30D11.13
SJAG_01629	SPBP4H10.16c
SJAG_01626	SPBP4H10.19c
SJAG_01623	SPBC1703.01c
SJAG_01616	SPBC1703.08c
SJAG_02640	SPBC1703.10
SJAG_02078	SPAC30D11.09
SJAG_03725	SPAC30D11.06c
SJAG_03732	SPAC56F8.03
SJAG_05193	SPBC1703.14c
SJAG_03733	SPAC22A12.03c
SJAG_03760	SPAC22A12.06c
SJAG_00552	SPBC2A9.04c
SJAG_00790	SPAC22A12.15c
SJAG_00560	SPBC2A9.11c
SJAG_03643	SPBC2D10.04
SJAG_05024	SPAC10F6.03c
SJAG_05023	SPAC10F6.04
SJAG_00944	SPBC2D10.09
SJAG_05021	SPAC10F6.06
SJAG_00938	SPBC2D10.14c
SJAG_00936	SPBC2D10.15c
SJAG_05020	SPAC10F6.08c
SJAG_04131	SPBC15D4.06
SJAG_03100	SPBC15D4.07c
SJAG_03306	SPAC10F6.13c
SJAG_03101	SPBC15D4.08c
SJAG_03114	SPBC13E7.04
SJAG_03315	SPAC56E4.05
SJAG_03333	SPAPB17E12.11
SJAG_03118	SPBC13E7.08c
SJAG_03334	SPAPB17E12.12c
SJAG_03124	SPBC30D10.16
SJAG_03125	SPBC30D10.15
SJAG_03340	SPAC1565.04c
SJAG_03069	SPBC30D10.07c
SJAG_03096	SPBC30D10.03c
SJAG_03347	SPAC6F12.03c
SJAG_03089	SPBC1778.05c
SJAG_03357	SPAC6F12.08c
SJAG_03354	SPAC6F12.11c
SJAG_03351	SPAC6F12.14
SJAG_03350	SPAC6F12.15c
SJAG_03602	SPAC57A10.02
SJAG_03601	SPAC57A10.03
SJAG_00190	SPAC57A10.07
SJAG_00196	SPAC57A10.11c
SJAG_00199	SPAC20G8.02
SJAG_03595	SPAC20G8.03
SJAG_03597	SPAC20G8.06
SJAG_01876	SPAC20G8.10c
SJAG_04916	SPAC3A12.04c
SJAG_04917	SPAC3A12.05c
SJAG_04901	SPAC3A12.14
SJAG_01879	SPAC3A12.16c
SJAG_02291	SPAC9.08c
SJAG_01502	SPAC9.11
SJAG_01503	SPAC9.12c
SJAG_04821	SPAC5D6.06c
SJAG_01514	SPAC5D6.04
SJAG_01509	SPAC57A7.11
SJAG_04424	SPAC57A7.06
SJAG_04431	SPAC167.05
SJAG_04434	SPAC167.02
SJAG_00349	SPAC23H4.12
SJAG_00383	SPAC23H4.08
SJAG_00357	SPAC23H4.03c
SJAG_00378	SPAP27G11.07c
SJAG_00377	SPAP27G11.08c
SJAG_00567	SPAP27G11.12
SJAG_01577	SPAC343.13
SJAG_01575	SPAC343.15
SJAG_01571	SPAC343.19
SJAG_01599	SPAC824.04
SJAG_01595	SPAC824.08
SJAG_01601	SPAC664.01c
SJAG_01613	SPAC664.10
SJAG_01322	SPAC17A5.03
SJAG_02611	SPAC17A5.03
SJAG_03206	SPAC17A5.06
SJAG_03273	SPAC17A5.10
SJAG_03283	SPAC1610.03c
SJAG_03285	SPAC1002.04c
SJAG_03286	SPAC1002.05c
SJAG_03291	SPAC1002.10c
SJAG_04706	SPAC1002.16c
SJAG_04713	SPAC1399.04c
SJAG_04719	SPAP11E10.01
SJAG_04721	SPAPB1A10.03
SJAG_04722	SPAPB1A10.16
SJAG_03077	SPAPB1A10.06c
SJAG_03076	SPAPB1A10.07c
SJAG_00261	SPAPB1A10.15
SJAG_04500	SPAC140.04
SJAG_04511	SPAC110.04c
SJAG_04516	SPAC3H1.10
SJAG_03387	SPAC3H1.12c
SJAG_03380	SPAC9G1.05
SJAG_03376	SPAC9G1.09
SJAG_02385	SPAC9G1.13c
SJAG_02384	SPAC767.01c
SJAG_02383	SPAC17H9.01
SJAG_03452	SPAC17H9.08
SJAG_03457	SPAC17H9.13c
SJAG_03416	SPAC17H9.17c
SJAG_02715	SPAC607.08c
SJAG_02713	SPAC732.02c
SJAG_02707	SPAC3C7.02c
SJAG_02708	SPAC3C7.03c
SJAG_02705	SPAC3C7.07c
SJAG_02704	SPAC3C7.08c
SJAG_02689	SPAC20H4.05c
SJAG_03568	SPAC23C11.02c
SJAG_02682	SPAC23C11.02c
SJAG_01632	SPAC23C11.02c
SJAG_01799	SPAC23C11.11
SJAG_01804	SPAC23C11.15
SJAG_01805	SPAC23C11.16
SJAG_04047	SPAC13F5.04c
SJAG_04046	SPAC13F5.05
SJAG_04044	SPAC13F5.06c
SJAG_04042	SPAC1783.01
SJAG_04038	SPAC1783.05
SJAG_03919	SPAC1783.08c
SJAG_04478	SPAC1783.08c
SJAG_03918	SPAC1327.01c
SJAG_05740	SPAC18G6.13
SJAG_02046	SPAC18G6.14c
SJAG_02043	SPAC13D6.02c
SJAG_02042	SPAC13D6.03c
SJAG_02216	SPAC4G9.07
SJAG_00636	SPAC4G9.09c
SJAG_00635	SPAC4G9.10
SJAG_00634	SPAC4G9.11c
SJAG_00631	SPAC4G9.14
SJAG_00627	SPAC4G9.19
SJAG_04055	SPAC13G7.02c
SJAG_01186	SPAC13G7.02c
SJAG_04058	SPAC13G7.04c
SJAG_04060	SPAC13G7.06
SJAG_04061	SPAC13G7.07
SJAG_00954	SPAC6C3.08
SJAG_00957	SPAC17G8.02
SJAG_04097	SPAC17G8.07
SJAG_01787	SPAC17G8.14c
SJAG_01790	SPAC22H10.04
SJAG_01794	SPAC22H10.07
SJAG_02673	SPAC22H10.08
SJAG_02427	SPAC1B9.03c
SJAG_04994	SPAC6B12.10c
SJAG_05003	SPAC32A11.04c
SJAG_05014	SPAC19A8.08
SJAG_03253	SPAC19A8.16
SJAG_03247	SPAC19A8.02
SJAG_05265	SPAC25H1.02
SJAG_02436	SPAC25H1.08c
SJAG_02434	SPAC4A8.02c
SJAG_02431	SPAC4A8.05c
SJAG_02430	SPAC4A8.06c
SJAG_04968	SPAC4A8.12c
SJAG_04977	SPAC823.06
SJAG_04984	SPAC823.10c
SJAG_04966	SPAC823.12
SJAG_00600	SPAC823.15
SJAG_04957	SPAC7D4.12c
SJAG_04502	SPAC7D4.04
SJAG_04506	SPAC4F8.15
SJAG_04499	SPAC4F8.14c
SJAG_04494	SPAC4F8.06
SJAG_04173	SPAC4F8.06
SJAG_04492	SPAC4F8.04
SJAG_04491	SPAC4F8.03
SJAG_01408	SPAC644.12
SJAG_01409	SPAC644.13c
SJAG_01410	SPAC644.14c
SJAG_04020	SPAC644.15
SJAG_01411	SPAC644.15
SJAG_01412	SPAC644.16
SJAG_01415	SPAC644.18c
SJAG_01416	SPAPB2B4.01c
SJAG_01391	SPAC6F6.03c
SJAG_01384	SPAC6F6.10c
SJAG_01383	SPAC6F6.11c
SJAG_01381	SPAC6F6.13c
SJAG_01379	SPAC6F6.15
SJAG_01376	SPAC1805.01c
SJAG_01372	SPAC1805.06c
SJAG_01371	SPAC1805.07c
SJAG_01366	SPAC1805.11c
SJAG_02894	SPAC1805.11c
SJAG_03971	SPAC1805.12c
SJAG_02891	SPAC1805.12c
SJAG_01365	SPAC1805.12c
SJAG_01354	SPAC1B2.05
SJAG_01351	SPAC3F10.04
SJAG_01349	SPAC3F10.07c
SJAG_01347	SPAC3F10.08c
SJAG_01346	SPAC3F10.09
SJAG_01345	SPAC3F10.10c
SJAG_01343	SPAC3F10.12c
SJAG_01342	SPAC3F10.13
SJAG_01338	SPAC3F10.17
SJAG_01418	SPAC8F11.02c
SJAG_01422	SPAC8F11.06
SJAG_01424	SPAC8F11.08c
SJAG_01435	SPACUNK4.07c
SJAG_01436	SPACUNK4.06c
SJAG_01438	SPAC513.01c
SJAG_05332	SPAC513.01c
SJAG_00239	SPAPB2C8.01
SJAG_03826	SPAPB2C8.01
SJAG_01975	SPAPB2C8.01
SJAG_02131	SPAPB24D3.10c
SJAG_03824	SPAPB24D3.10c
SJAG_02142	SPAPB1A11.03
SJAG_00504	SPAC31G5.01
SJAG_02924	SPAC31G5.07
SJAG_02921	SPAC31G5.11
SJAG_02898	SPAC31G5.12c
SJAG_02900	SPAC31G5.13
SJAG_02907	SPAC1786.01c
SJAG_03349	SPAC24C9.03
SJAG_03588	SPAC24C9.06c
SJAG_03587	SPAC24C9.07c
SJAG_03586	SPAC24C9.08
SJAG_01767	SPAC24C9.13c
SJAG_01770	SPAC16A10.01
SJAG_01775	SPAC16A10.05c
SJAG_01778	SPAC589.02c
SJAG_01781	SPAC589.05c
SJAG_01225	SPAC589.09
SJAG_01224	SPAC589.08c
SJAG_05222	SPAC688.03c
SJAG_05179	SPAC688.07c
SJAG_04838	SPAC3G9.15c
SJAG_04841	SPAC3G9.12
SJAG_01087	SPAC3G9.03
SJAG_03197	SPAC3G9.03
SJAG_03300	SPAC1486.04c
SJAG_03296	SPAC1486.08
SJAG_03539	SPAC1486.09
SJAG_04357	SPAC6G10.04c
SJAG_02251	SPAC6G9.01c
SJAG_02245	SPAC6G9.07c
SJAG_02244	SPAC6G9.08
SJAG_02241	SPAC6G9.11
SJAG_05260	SPAC6G9.13c
SJAG_02237	SPAC6G9.16c
SJAG_00617	SPAPB1E7.01c
SJAG_00619	SPAPB1E7.03
SJAG_00623	SPAPB1E7.06c
SJAG_02261	SPAC26A3.02
SJAG_02280	SPAC26A3.07c
SJAG_00465	SPAC26A3.07c
SJAG_02278	SPAC26A3.09c
SJAG_02271	SPAC26A3.17c
SJAG_02270	SPAC8E11.07c
SJAG_01202	SPAC959.08
SJAG_00155	SPAC959.08
SJAG_01568	SPAC3H5.12c
SJAG_04066	SPAC3H5.12c
SJAG_01567	SPAC3H5.13
SJAG_01564	SPAC3H5.09c
SJAG_01543	SPAC3A11.11c
SJAG_01539	SPAC3A11.07
SJAG_01536	SPAC3A11.03
SJAG_01533	SPAC328.02
SJAG_01530	SPAC328.04
SJAG_01526	SPAC328.08c
SJAG_00522	SPAC328.09
SJAG_00519	SPAC16E8.02
SJAG_05190	SPAC16E8.06c
SJAG_01523	SPAC16E8.16
SJAG_01914	SPAC17A2.04c
SJAG_00589	SPAC17G6.02c
SJAG_02114	SPAC17G6.02c
SJAG_02581	SPAC17G6.02c
SJAG_02943	SPAC17G6.02c
SJAG_02132	SPAC17G6.02c
SJAG_00018	SPAC17G6.02c
SJAG_02957	SPAC17G6.02c
SJAG_00587	SPAC17G6.02c
SJAG_01095	SPAC17G6.02c
SJAG_01494	SPAC1142.04
SJAG_01242	SPAC1142.07c
SJAG_01243	SPAC1142.08
SJAG_00523	SPAC8C9.08
SJAG_02474	SPAC8C9.11
SJAG_02472	SPAC8C9.14
SJAG_02457	SPAC15A10.01
SJAG_05266	SPAC8C9.17c
SJAG_02458	SPAC15A10.02
SJAG_02460	SPAC15A10.03c
SJAG_02461	SPAC15A10.04c
SJAG_04616	SPAC15A10.06
SJAG_04617	SPAC15A10.07
SJAG_04621	SPAC15A10.08
SJAG_04619	SPAC15A10.11
SJAG_04618	SPAC15A10.12c
SJAG_04627	SPAC15E1.04
SJAG_04629	SPAC15E1.06
SJAG_04631	SPAC15E1.08
SJAG_04634	SPAP7G5.02c
SJAG_01677	SPAC1556.01c
SJAG_01674	SPAC1556.05c
SJAG_05278	SPAC1F12.09
SJAG_02797	SPAC4H3.01
SJAG_01220	SPAC4H3.04c
SJAG_01239	SPAC4H3.07c
SJAG_01238	SPAC4H3.09
SJAG_02863	SPAC4H3.13
SJAG_02867	SPAC1071.04c
SJAG_02868	SPAC1071.05
SJAG_02870	SPAC1071.07c
SJAG_04256	SPAC1071.07c
SJAG_01128	SPAC1071.08
SJAG_02871	SPAC1071.08
SJAG_01668	SPAC1071.11
SJAG_01667	SPAC1071.12c
SJAG_01664	SPAC926.04c
SJAG_00251	SPAC926.05c
SJAG_01663	SPAC926.06c
SJAG_01662	SPAC926.07c
SJAG_04108	SPAC926.08c
SJAG_04107	SPAC926.09c
SJAG_03946	SPAC323.01c
SJAG_05316	SPAC323.02c
SJAG_03957	SPAC2F3.04c
SJAG_03961	SPAC2F3.09
SJAG_03962	SPAC2F3.18c
SJAG_03967	SPAC2F3.15
SJAG_03968	SPAC2F3.16
SJAG_00255	SPAPB18E9.01
SJAG_00485	SPAC27E2.01
SJAG_04875	SPAC27E2.11c
SJAG_02183	SPAC27E2.09
SJAG_02803	SPAPJ698.02c
SJAG_02184	SPAPJ698.02c
SJAG_02479	SPAPJ698.02c
SJAG_03013	SPAC19G12.03
SJAG_01863	SPAC19G12.14
SJAG_01857	SPAC23A1.05
SJAG_05258	SPAC23A1.20
SJAG_02205	SPAC23A1.14c
SJAG_02201	SPAC23A1.18c
SJAG_02200	SPAC23A1.19c
SJAG_02194	SPAC26H5.06
SJAG_02982	SPAC25B8.01
SJAG_02981	SPAC25B8.02
SJAG_02973	SPAC25B8.09
SJAG_04579	SPAC25B8.12c
SJAG_04581	SPAC25B8.14
SJAG_04583	SPAC25B8.17
SJAG_04668	SPAC1F7.03
SJAG_04665	SPAC1F7.05
SJAG_04674	SPAC1F7.06
SJAG_04675	SPAC1F7.07c
SJAG_00035	SPAC1F7.09c
SJAG_04741	SPAC2C4.04c
SJAG_03873	SPAC2C4.09
SJAG_02023	SPAC2C4.13
SJAG_04747	SPAC25G10.05c
SJAG_04746	SPAC25G10.06
SJAG_04745	SPAC25G10.07c
SJAG_01006	SPAC27F1.07
SJAG_01022	SPAC29E6.01
SJAG_00418	SPAC29E6.04
SJAG_00421	SPAC29E6.08
SJAG_00424	SPAC16.01
SJAG_03240	SPAC16.04
SJAG_03243	SPAC9E9.03
SJAG_00430	SPAC9E9.07c
SJAG_00429	SPAC9E9.08
SJAG_03784	SPAC9E9.13
SJAG_03783	SPAC9E9.14
SJAG_00054	SPAC17C9.13c
SJAG_00052	SPAC17C9.11c
SJAG_01954	SPAC17C9.03
SJAG_01956	SPAC17C9.01c
SJAG_00142	SPAC1851.03
SJAG_00145	SPAC27D7.03c
SJAG_01958	SPAC27D7.08c
SJAG_01959	SPAC27D7.11c
SJAG_00110	SPAC27D7.11c
SJAG_00141	SPAC27D7.12c
SJAG_00140	SPAC27D7.13c
SJAG_00136	SPAC637.05c
SJAG_02996	SPAC637.06
SJAG_01899	SPAC12B10.02c
SJAG_01889	SPAC12B10.10
SJAG_01883	SPAC12B10.16c
SJAG_01881	SPAC1093.02
SJAG_02289	SPAC1093.03
SJAG_02287	SPAC1093.05
SJAG_02263	SPAC30C2.04
SJAG_02264	SPAC30C2.05
SJAG_02265	SPAC30C2.06c
SJAG_00048	SPAC1635.01
SJAG_00047	SPAC144.01
SJAG_00045	SPAC144.02
SJAG_00043	SPAC144.04c
SJAG_00108	SPAC144.06
SJAG_00065	SPAC144.07c
SJAG_00067	SPAC144.09c
SJAG_00068	SPAC144.10c
SJAG_00069	SPAC144.11
SJAG_00503	SPAC144.11
SJAG_00326	SPAC17D4.01
SJAG_00120	SPAPYUG7.05
SJAG_00127	SPAC1782.02c
SJAG_00076	SPAC1782.03
SJAG_00078	SPAC1782.05
SJAG_00083	SPAC1782.10c
SJAG_00085	SPAC1782.12c
SJAG_01981	SPAC11H11.01
SJAG_01979	SPAC11H11.03c
SJAG_01963	SPAC22F8.02c
SJAG_00072	SPAC22F8.08
SJAG_00321	SPAC22F8.11
SJAG_03026	SPAC20G4.04c
SJAG_03023	SPAC20G4.08
SJAG_01272	SPAC4F10.06
SJAG_01274	SPAC4F10.07c
SJAG_01279	SPAC4F10.13c
SJAG_01285	SPAC19B12.06c
SJAG_01280	SPAC19B12.11c
SJAG_01407	SPAPB8E5.04c
SJAG_04354	SPAC1B3.01c
SJAG_04351	SPAC1B3.04c
SJAG_04346	SPAC1B3.09c
SJAG_02779	SPAC1B3.16c
SJAG_02776	SPAC1952.01
SJAG_02774	SPAC1952.03
SJAG_02772	SPAC1952.06c
SJAG_02770	SPAC1952.08c
SJAG_02763	SPAC1952.13
SJAG_02756	SPAC890.07c
SJAG_01676	SPAC890.08
SJAG_02755	SPAC890.08
SJAG_04402	SPAC22E12.05c
SJAG_04400	SPAC22E12.07
SJAG_04397	SPAC22E12.10c
SJAG_04395	SPAC22E12.13c
SJAG_04389	SPAC22E12.19
SJAG_04787	SPAC2E12.03c
SJAG_04770	SPAC1006.05c
SJAG_03383	SPAC1250.05
SJAG_05339	SPAC1250.07
SJAG_04756	SPAC29A4.20
SJAG_04759	SPAC29A4.17c
SJAG_04763	SPAC29A4.14c
SJAG_04767	SPAC29A4.09
SJAG_04783	SPAC29A4.08c
SJAG_04782	SPAC29A4.06c
SJAG_04754	SPAC29A4.04c
SJAG_02016	SPAC26F1.14c
SJAG_02010	SPAC26F1.07
SJAG_02007	SPAC26F1.04c
SJAG_02004	SPAC26F1.01
SJAG_02371	SPAC19D5.04
SJAG_02374	SPAC19D5.06c
SJAG_03442	SPAC14C4.11
SJAG_02569	SPAC2H10.01
SJAG_00210	SPAC11E3.06
SJAG_00212	SPAC11E3.07
SJAG_00217	SPAC11E3.12
SJAG_00225	SPAP8A3.06
SJAG_00229	SPAP8A3.09c
SJAG_04928	SPAP8A3.12c
SJAG_02160	SPAC4D7.01c
SJAG_02161	SPAC4D7.02c
SJAG_02162	SPAC4D7.03
SJAG_01661	SPAC4D7.08c
SJAG_01648	SPAC3G6.06c
SJAG_02874	SPAC29B12.03
SJAG_00283	SPAC29B12.04
SJAG_00286	SPAC29B12.05c
SJAG_04714	SPAC29B12.14c
SJAG_02133	SPAC1039.01
SJAG_00015	SPAC1039.01
SJAG_02941	SPAC1039.01
SJAG_01096	SPAC1039.01
SJAG_02113	SPAC1039.01
SJAG_00019	SPAC1039.01
SJAG_04135	SPAC1039.01
SJAG_06598	SPAC1039.01
SJAG_02949	SPAC869.07c
SJAG_MIT04	SPMIT.01
SJAG_MIT03	SPMIT.05
SJAG_MIT20	SPMIT.11
SJAG_MIT13	SPMIT.04
SJAG_MIT06	SPMIT.03
SJAG_MIT15	SPMIT.07
SJAG_MIT07	SPMIT.03
SJAG_MIT09	SPMIT.10
SJAG_MIT06	SPMIT.02
SJAG_MIT37	SPMIT.09
SJAG_MIT05	SPMIT.02
